Type;SKU;Name;Published;Is featured?;Visibility in catalog;Description;Tax status;Tax class;In stock?;Backorders allowed?;Sold individually?;Allow customer reviews?;Regular price;Categories;Tags;Images;Parent;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;32;Màu sắc; Charcoal;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;33;Màu sắc; Charcoal;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;34;Màu sắc; Charcoal;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;35;Màu sắc; Charcoal;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;36;Màu sắc; Charcoal;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;37;Màu sắc; Charcoal;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;38;Màu sắc; Charcoal;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;39;Màu sắc; Charcoal;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;40;Màu sắc; Charcoal;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;41;Màu sắc; Charcoal;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;42;Màu sắc; Charcoal;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;43;Màu sắc; Charcoal;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;44;Màu sắc; Charcoal;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;45;Màu sắc; Charcoal;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;159485C;46;Màu sắc; Charcoal;;1;Kích cỡ;M 17 / W 19;;1
variable;M9696C;Chuck Taylor All Star Low Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/u/1u647_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/u/1u647_d_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9696_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9696_c_107x1_2nd.jpg;;0;Màu sắc;White Monochrome,  Red;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;1;Màu sắc;White Monochrome;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;2;Màu sắc;White Monochrome;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;3;Màu sắc;White Monochrome;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;4;Màu sắc;White Monochrome;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;5;Màu sắc;White Monochrome;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;6;Màu sắc;White Monochrome;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;7;Màu sắc;White Monochrome;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;8;Màu sắc;White Monochrome;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;9;Màu sắc;White Monochrome;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;10;Màu sắc;White Monochrome;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;11;Màu sắc;White Monochrome;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;12;Màu sắc;White Monochrome;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;13;Màu sắc;White Monochrome;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;14;Màu sắc;White Monochrome;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;15;Màu sắc;White Monochrome;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;16;Màu sắc;White Monochrome;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;17;Màu sắc;White Monochrome;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;18;Màu sắc;White Monochrome;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;19;Màu sắc;White Monochrome;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;20;Màu sắc;White Monochrome;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;21;Màu sắc;White Monochrome;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;22;Màu sắc;White Monochrome;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;23;Màu sắc;White Monochrome;;1;Kích cỡ;M 17 / W 19;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;24;Màu sắc;Red;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;25;Màu sắc;Red;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;26;Màu sắc;Red;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;27;Màu sắc;Red;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;28;Màu sắc;Red;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;29;Màu sắc;Red;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;30;Màu sắc;Red;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;31;Màu sắc;Red;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;32;Màu sắc;Red;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;33;Màu sắc;Red;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;34;Màu sắc;Red;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;35;Màu sắc;Red;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;36;Màu sắc;Red;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;37;Màu sắc;Red;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;38;Màu sắc;Red;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;39;Màu sắc;Red;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;40;Màu sắc;Red;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;41;Màu sắc;Red;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;42;Màu sắc;Red;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;43;Màu sắc;Red;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;44;Màu sắc;Red;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;45;Màu sắc;Red;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9696C;46;Màu sắc;Red;;1;Kích cỡ;M 17 / W 19;;1
variable;M9697C;Chuck Taylor All Star Low Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9697_a_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9697_c_107x1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/9/m9697_d_107x1_2nd.jpg;;0;Màu sắc;Navy;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;1;Màu sắc;Navy;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;2;Màu sắc;Navy;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;3;Màu sắc;Navy;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;4;Màu sắc;Navy;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;5;Màu sắc;Navy;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;6;Màu sắc;Navy;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;7;Màu sắc;Navy;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;8;Màu sắc;Navy;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;9;Màu sắc;Navy;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;10;Màu sắc;Navy;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;11;Màu sắc;Navy;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;12;Màu sắc;Navy;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;13;Màu sắc;Navy;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;14;Màu sắc;Navy;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;15;Màu sắc;Navy;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;16;Màu sắc;Navy;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;17;Màu sắc;Navy;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;18;Màu sắc;Navy;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;19;Màu sắc;Navy;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;20;Màu sắc;Navy;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;21;Màu sắc;Navy;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;22;Màu sắc;Navy;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star Low Top;1;0;visible;;taxable;parent;1;0;0;0;70;;;;M9697C;23;Màu sắc;Navy;;1;Kích cỡ;M 17 / W 19;;1
variable;159484C;Chuck Taylor All Star High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its star-centered patch, rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/5/159484f_a_107x1_1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/j/1j793_standard_2nd.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/1/j/1j793_shot2_2nd.jpg;;0;Màu sắc;Natural Ivory;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;1;Màu sắc;Natural Ivory;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;2;Màu sắc;Natural Ivory;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;3;Màu sắc;Natural Ivory;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;4;Màu sắc;Natural Ivory;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;5;Màu sắc;Natural Ivory;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;6;Màu sắc;Natural Ivory;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;7;Màu sắc;Natural Ivory;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;8;Màu sắc;Natural Ivory;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;9;Màu sắc;Natural Ivory;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;10;Màu sắc;Natural Ivory;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;11;Màu sắc;Natural Ivory;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;12;Màu sắc;Natural Ivory;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;13;Màu sắc;Natural Ivory;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;14;Màu sắc;Natural Ivory;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;15;Màu sắc;Natural Ivory;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;16;Màu sắc;Natural Ivory;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;17;Màu sắc;Natural Ivory;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;18;Màu sắc;Natural Ivory;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;19;Màu sắc;Natural Ivory;;1;Kích cỡ;M 12 / W 14;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;20;Màu sắc;Natural Ivory;;1;Kích cỡ;M 14 / W 16;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;21;Màu sắc;Natural Ivory;;1;Kích cỡ;M 15 / W 17;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;22;Màu sắc;Natural Ivory;;1;Kích cỡ;M 16 / W 18;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159484C;23;Màu sắc;Natural Ivory;;1;Kích cỡ;M 17 / W 19;;1
variable;159485C;Chuck Taylor All Star High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its star-centered patch, rubber toe cap, toe bumper and striping.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/5/159484f_a_107x1_1_2nd.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/1/j/1j793_standard_2nd.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/1/j/1j793_shot2_2nd.jpg;;0;Màu sắc;Charcoal;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14, M 13 / W 15, M 14 / W 16, M 15 / W 17, M 16 / W 18, M 17 / W 19;1;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;1;Màu sắc;Charcoal;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;2;Màu sắc;Charcoal;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;3;Màu sắc;Charcoal;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;4;Màu sắc;Charcoal;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;5;Màu sắc;Charcoal;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;6;Màu sắc;Charcoal;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;7;Màu sắc;Charcoal;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;8;Màu sắc;Charcoal;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;9;Màu sắc;Charcoal;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;10;Màu sắc;Charcoal;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;11;Màu sắc;Charcoal;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;12;Màu sắc;Charcoal;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;13;Màu sắc;Charcoal;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;14;Màu sắc;Charcoal;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;15;Màu sắc;Charcoal;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;159485C;16;Màu sắc;Charcoal;;1;Kích cỡ;M 10.5 / W 12.5;;1
