Type;SKU;Name;Published;Is featured?;Visibility in catalog;Description;Tax status;Tax class;In stock?;Backorders allowed?;Sold individually?;Allow customer reviews?;Regular price;Categories;Tags;Images;Parent;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;488292C;16;Màu sắc;Red;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;488292C;17;Màu sắc;Red;;1;Kích cỡ;M 11 / W 13;;1
variation;;Chuck Taylor All Star High Top;1;0;visible;;taxable;parent;1;0;0;0;75;;;;488292C;18;Màu sắc;Red;;1;Kích cỡ;M 11.5 / W 13.5;;1
variable;A0d445C;Converse x LFC Run Star Hike High Top;1;0;visible;"THE CONVERSE x LIVERPOOL FC COLLECTION Converse and Liverpool FC come together in this limited-edition collection that celebrates the club’s history and champions its future. Inspired by the anthems sung on matchday, the Converse x LFC Run Star Hikes shiny upper is covered in ""YNWA"" (You'll Never Walk Alone) in cut-and-paste 'zine fashion' to pay tribute to Liverpool’s beating heart—its supporters. Style. Creativity. Art. This is Anfield.";taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05965c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05965c_c_107x1.jpg;;0;Màu sắc;Oat Milk/Egret/Rainforest;1;1;Kích cỡ;M 3.5 / W 5, M 4 / W 5.5, M 8.5 / W 10, M 11 / W 12.5;1;1
variation;;Converse x LFC Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A0d445C;1;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 3.5 / W 5;;1
variation;;Converse x LFC Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A0d445C;2;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 4 / W 5.5;;1
variation;;Converse x LFC Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A0d445C;3;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 8.5 / W 10;;1
variation;;Converse x LFC Run Star Hike High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A0d445C;4;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 11 / W 12.9;;1
variable;171723C;Chuck Taylor All Star Wide High Top;1;0;visible;The Converse Chuck Taylor All Star is the one that started it all for Converse. When it comes to sneakers, there’s nothing more pure than a canvas upper and a vulcanized rubber sole. This is the sneaker that spawned countless imitators, with its rubber toe cap, toe bumper and striping. Now in a wider fit.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/7/m7650_a_107x1_1_2.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/m/7/m7650_d_107x1_1_2.jpg;;0;Màu sắc;Black;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14;1;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;1;Màu sắc;Black;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;2;Màu sắc;Black;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;3;Màu sắc;Black;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;4;Màu sắc;Black;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;5;Màu sắc;Black;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;6;Màu sắc;Black;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;7;Màu sắc;Black;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;8;Màu sắc;Black;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;9;Màu sắc;Black;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;10;Màu sắc;Black;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;11;Màu sắc;Black;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;12;Màu sắc;Black;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;13;Màu sắc;Black;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;14;Màu sắc;Black;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck Taylor All Star Wide High Top;1;0;visible;;taxable;parent;1;0;0;0;80;;;;171723C;15;Màu sắc;Black;;1;Kích cỡ;M 10 / W 12;;1
variable;A09473C;Chuck 70 Workwear High Top;1;0;visible;CRAFT AT WORK The Chuck 70 unifies two timeless workwear textiles—corduroy and cotton twill—into a uniquely crafted style. A combination of corduroy and cotton twill creates a colour-blocked look that nods to the past and minds the future. OrthoLite cushioning gives you all-day support.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a02748c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03145c_c_107x1.jpg;;0;Màu sắc;Burnt Honey/Egret/Black;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6.5 / W 8.5, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 10.5 / W 12.5, M 11 / W 13, M 13 / W 15;1;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;1;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck 70 Workwear High Top;1;0;visible;;taxable;parent;1;0;0;0;120;;;;A09473C;;Màu sắc;Burnt Honey/Egret/Black;;1;Kích cỡ;M 14 / W 16;;1
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
